Balayage complet {b1 anchor -> meilleur b2 oppose} pour tous les b1 du pool de base (4000 candidats, t=1..100, k=+/-1..10)
N1,N2 bornes a [1,65536]. Genere le 2026-08-29 09:45:11
==============================================================================================================

--- x0 = 13.457 --- (4000 appariements b1 valides : 2000 avec sign1=+, 2000 avec sign1=-  ;  4000 avec erreur < 1e-6) ---
       err |    t1   k1  sg1 |              b1 |    t2   k2  sg2 |              b2 |      N1      N2
  2.16e-10 |    99    2    - |   -20.345849139 |     3   -3    + |    29.175342710 |    6268   35591
  2.16e-10 |    31    9    + |   -79.405227270 |   100   -3    - |    24.977502845 |    1651   51911
  2.16e-10 |    63   -9    + |    83.786274287 |     1   -2    - |    16.353479850 |    3363   38582
  2.16e-10 |    83   -6    - |    52.176498066 |    93   -2    + |    20.344269028 |    2086   44817
  2.16e-10 |    25   -3    + |    29.361326015 |     5   -2    - |    16.084314086 |   44123   59093
  2.17e-10 |     4   -7    + |    65.472199914 |     7   -2    - |    16.050191004 |    7643   58512
  2.17e-10 |    67  -10    - |    88.441520669 |    99   -2    + |    20.345849139 |     673   31734
  2.17e-10 |    67    1    + |    -6.859038116 |    97   -3    - |    24.978262666 |    5163   45913
  2.18e-10 |    79   -4    - |    34.048416285 |    96   -2    + |    20.345077599 |    4633   40237
  2.18e-10 |    28   -4    + |    38.431496965 |     4   -2    - |    16.110282639 |   12514   36927
  2.18e-10 |    80   -9    - |    79.371668474 |    96   -2    + |    20.345077599 |    1425   58022
  2.18e-10 |    43   -1    - |     6.874050813 |    12   -3    + |    29.317486267 |   26597   52388
  2.19e-10 |    54   -6    - |    52.189526983 |    94   -2    + |    20.344542848 |    1263   27152
  2.20e-10 |    84   -4    + |    38.471029214 |     6   -2    - |    16.065120811 |   19892   58371
  2.20e-10 |    94   -9    - |    79.367380272 |    93   -2    + |    20.344269028 |      55    2238
  2.20e-10 |    67    7    + |   -61.247359818 |    93   -3    - |    24.979332390 |     551   14207
  2.20e-10 |    87   -5    - |    43.110513795 |    95   -2    + |    20.344812334 |    1534   23143
  2.21e-10 |     7    2    + |   -16.050191004 |    90   -3    - |    24.980181050 |    3437   40356
  2.21e-10 |    62    3    - |   -29.397451625 |    12   -3    + |    29.317486267 |    8242   55791
  2.22e-10 |    95   -4    - |    34.043509368 |    93   -2    + |    20.344269028 |    2148   18637
  2.22e-10 |    75   -4    - |    34.049882346 |    96   -2    + |    20.345077599 |    5527   48007
  2.22e-10 |     5   -1    - |     7.019593802 |    11   -3    + |    29.311145266 |   11539   22525
  2.23e-10 |    73    1    - |   -11.272941268 |     6   -3    + |    29.258480607 |   12754   56185
  2.23e-10 |    68    4    - |   -38.465009658 |     8   -3    + |    29.285452495 |    8092   64759
  2.23e-10 |    52   -5    - |    43.126089865 |    95   -2    + |    20.344812334 |    4319   65207
  2.23e-10 |    25   -5    - |    43.156436255 |    89   -2    + |    20.343127991 |    3311   50000
  2.24e-10 |    36   -2    - |    15.945782846 |     8   -3    + |    29.285452495 |   15493   11970
  2.24e-10 |     3   -2    + |    20.110622426 |    94   -3    - |    24.979058570 |   28274   14487
  2.24e-10 |    79   -4    + |    38.469345984 |     6   -2    - |    16.065120811 |    4173   12244
  2.25e-10 |    91    1    - |   -11.278987629 |     2   -3    + |    29.111880423 |   14299   64259
  2.25e-10 |    31   -1    + |    11.241975566 |    99   -3    - |    24.977752279 |   18121   59233
  2.25e-10 |    98  -10    - |    88.431047506 |    99   -2    + |    20.345849139 |    1078   50823
  2.25e-10 |    62   -9    + |    83.785773327 |     3   -2    - |    16.148258708 |    5373   59387
  2.25e-10 |    55    4    - |   -38.458291036 |     7   -3    + |    29.273410414 |    6633   53162
  2.25e-10 |    56    3    + |   -24.994152313 |    98   -3    - |    24.978005520 |    2524   36671
  2.25e-10 |    29  -10    + |    92.821444881 |    11   -2    - |    16.012456153 |    5209   64403
  2.26e-10 |    26   -4    + |    38.427967630 |     4   -2    - |    16.110282639 |   14326   42265
  2.26e-10 |    27   -1    + |    11.235620436 |    92   -3    - |    24.979610661 |   17639   57659
  2.26e-10 |     2    8    + |   -70.600042697 |   100   -3    - |    24.977502845 |    1090   31289
  2.27e-10 |    23   -4    - |    34.095927705 |    92   -2    + |    20.343990757 |    6439   56095
  2.27e-10 |    70   -7    + |    65.660034360 |     2   -2    - |    16.211720995 |    6904   54627
  2.27e-10 |    10    2    - |   -20.239156973 |    10   -3    + |    29.303877256 |   11223   62482
  2.27e-10 |    36   10    - |   -92.830860558 |     6   -3    + |    29.258480607 |    3537   54052
  2.27e-10 |    76   -4    + |    38.468257264 |     1   -2    - |    16.353479850 |   17347   53609
  2.27e-10 |    16   -9    - |    79.440043679 |    90   -2    + |    20.343420368 |    1049   42713
  2.28e-10 |    51    4    + |   -34.062039277 |    94   -3    - |    24.979058570 |    3559   61717
  2.28e-10 |    77   -2    + |    20.339186664 |    90   -3    - |    24.980181050 |    7826    3453
  2.28e-10 |    18   10    + |   -88.497695072 |    95   -3    - |    24.978789084 |    1647   56417
  2.28e-10 |    99   -1    - |     6.848311712 |     5   -3    + |    29.239287332 |   32861   65516
  2.30e-10 |    75   -5    + |    47.532600207 |     5   -2    - |    16.084314086 |   12635   57374
  2.30e-10 |     6   -3    + |    29.258480607 |     2   -2    - |    16.211720995 |   42962   58063
  2.30e-10 |    66   -4    + |    38.464106843 |     6   -2    - |    16.065120811 |   19590   57461
  2.30e-10 |    93    1    + |    -6.849891823 |    99   -3    - |    24.977752279 |    3412   30337
  2.31e-10 |    84   -4    - |    34.046733055 |    95   -2    + |    20.344812334 |    6218   53985
  2.31e-10 |    73   -1    + |    11.272941268 |    98   -3    - |    24.978005520 |    6455   21036
  2.31e-10 |    48   -4    - |    34.064172396 |    95   -2    + |    20.344812334 |    6809   59200
  2.31e-10 |    47    3    + |   -25.000208129 |    97   -3    - |    24.978262666 |    3559   51711
  2.32e-10 |    73  -10    + |    92.855423821 |    11   -2    - |    16.012456153 |    2172   26867
  2.32e-10 |    15   -4    - |    34.120495171 |    96   -2    + |    20.345077599 |    2502   21857
  2.32e-10 |    82   -2    - |    15.917947289 |     9   -3    + |    29.295431860 |   53644   41589
  2.32e-10 |    64   -6    + |    56.592602613 |     2   -2    - |    16.211720995 |    9389   58945
  2.33e-10 |     3   -4    - |    34.277699275 |    93   -2    + |    20.344269028 |    3693   32653
  2.33e-10 |    47   -1    - |     6.870767562 |     6   -3    + |    29.258480607 |   21508   42707
  2.33e-10 |    82   -6    + |    56.599814980 |    10   -2    - |    16.019724162 |   10510   63789
  2.33e-10 |    85  -10    + |    92.859669617 |     6   -2    - |    16.065120811 |    5047   63011
  2.35e-10 |    74    1    + |    -6.856106457 |    97   -3    - |    24.978262666 |    2837   25226
  2.36e-10 |    91    5    + |   -43.109334073 |    93   -3    - |    24.979332390 |    2261   45559
  2.36e-10 |    59    5    - |   -47.525313655 |     1   -3    + |    28.970121569 |    4084   39245
  2.37e-10 |    70   -4    + |    38.465873509 |    10   -2    - |    16.019724162 |   22194   64591
  2.37e-10 |    99   -1    + |    11.281128856 |    92   -3    - |    24.979610661 |   17495   56941
  2.37e-10 |    24   -5    + |    47.488726481 |     4   -2    - |    16.110282639 |    9549   43486
  2.38e-10 |    25  -10    + |    92.814368000 |     5   -2    - |    16.084314086 |    4219   52818
  2.38e-10 |    64   -5    - |    43.119320507 |    98   -2    + |    20.345595898 |    3811   57551
  2.38e-10 |    44   -7    - |    61.261509897 |    97   -2    + |    20.345338752 |    1765   49284
  2.38e-10 |    41    9    + |   -79.393632013 |    93   -3    - |    24.979332390 |    1866   58631
  2.38e-10 |    88   -3    + |    29.407550930 |     6   -2    - |    16.065120811 |   40180   53957
  2.39e-10 |    79   -7    - |    61.242577136 |    89   -2    + |    20.343127991 |    1433   39932
  2.40e-10 |    69   -1    - |     6.858155141 |     7   -3    + |    29.273410414 |   20741   41137
  2.40e-10 |    44    1    + |    -6.873188195 |    89   -3    - |    24.980473427 |    6513   57907
  2.40e-10 |    35    7    - |   -65.635529773 |     6   -3    + |    29.258480607 |    5129   59779
  2.40e-10 |    94   -6    + |    56.603423983 |     3   -2    - |    16.148258708 |    9865   61252
  2.41e-10 |    27    2    + |   -15.958540415 |    96   -3    - |    24.978523819 |    4327   50709
  2.41e-10 |    67    3    + |   -24.988478683 |    96   -3    - |    24.978523819 |    2498   36283
  2.41e-10 |    38  -10    + |    92.833060396 |     1   -2    - |    16.353479850 |    2956   38859
  2.42e-10 |    73   -4    + |    38.467102119 |     7   -2    - |    16.050191004 |    9829   28760
  2.43e-10 |    94   -1    + |    11.279822565 |    96   -3    - |    24.978523819 |   10433   33972
  2.44e-10 |    19   -7    - |    61.300425672 |   100   -2    + |    20.346098573 |    1651   46171
  2.44e-10 |    66   -7    - |    61.247816277 |    98   -2    + |    20.345595898 |    2339   65301
  2.44e-10 |    63   -2    - |    15.925648833 |     4   -3    + |    29.213318780 |   30463   23846
  2.44e-10 |    51   -2    - |    15.932598709 |     4   -3    + |    29.213318780 |   62788   49091
  2.45e-10 |    75   -3    + |    29.403159640 |    10   -2    - |    16.019724162 |   45560   60663
  2.45e-10 |    23  -10    - |    88.484249407 |    99   -2    + |    20.345849139 |     693   32698
  2.45e-10 |    55   -3    - |    24.994750949 |    99   -2    + |    20.345849139 |   26112   59729
  2.45e-10 |    69    1    + |    -6.858155141 |    99   -3    - |    24.977752279 |    7055   62746
  2.46e-10 |    54   -1    + |    11.263515002 |    96   -3    - |    24.978523819 |    8405   27411
  2.46e-10 |    35    4    - |   -38.441368922 |    11   -3    + |    29.311145266 |    7595   60551
  2.47e-10 |    67  -10    + |    92.852885004 |     5   -2    - |    16.084314086 |    1875   23486
  2.47e-10 |    62    7    + |   -61.249751212 |    95   -3    - |    24.978789084 |    2409   62126
  2.47e-10 |    80   -6    - |    52.177507623 |    95   -2    + |    20.344812334 |    1019   21902
  2.47e-10 |    63    1    - |   -11.268512018 |     3   -3    + |    29.175342710 |   13991   62317
  2.47e-10 |    69   -1    + |    11.271285426 |    90   -3    - |    24.980181050 |    4421   14400
  2.48e-10 |   100    2    + |   -15.912782562 |    99   -3    - |    24.977752279 |    5568   65189
  2.48e-10 |    12   -6    - |    52.264996286 |    98   -2    + |    20.345595898 |     883   19044
  2.49e-10 |    31   -9    - |    79.405227270 |    99   -2    + |    20.345849139 |    1351   55071
  2.49e-10 |    49    6    - |   -56.583763203 |    10   -3    + |    29.303877256 |    5804   60275
  2.49e-10 |    60    6    - |   -56.590573251 |     5   -3    + |    29.239287332 |    2672   27991
  2.49e-10 |    41   -6    - |    52.199471162 |   100   -2    + |    20.346098573 |     418    8999
  2.49e-10 |    71   -7    + |    65.660452537 |     2   -2    - |    16.211720995 |    7047   55759
  2.49e-10 |    56   -2    - |    15.929432029 |     5   -3    + |    29.239287332 |   59722   46557
  2.50e-10 |    40   -3    + |    29.382051208 |     8   -2    - |    16.038148923 |   41196   54877
  2.51e-10 |   100    9    + |   -79.365824547 |    90   -3    - |    24.980181050 |    1008   31655
  2.51e-10 |    68   -3    - |    24.988032328 |    94   -2    + |    20.344542848 |    5375   12258
  2.52e-10 |    77   -8    - |    70.308016173 |    90   -2    + |    20.343420368 |     317   10864
  2.52e-10 |    43   -2    - |    15.938771097 |     1   -3    + |    28.970121569 |   49613   40056
  2.52e-10 |    79   -6    + |    56.598786552 |    11   -2    - |    16.012456153 |    8763   53117
  2.52e-10 |    34  -10    + |    92.828469476 |     7   -2    - |    16.050191004 |    4806   59819
  2.53e-10 |    18   -2    - |    15.979932803 |     2   -3    + |    29.111880423 |   23845   18747
  2.53e-10 |    51   -4    - |    34.062039277 |   100   -2    + |    20.346098573 |    2707   23553
  2.54e-10 |    23    1    + |    -6.901766854 |    95   -3    - |    24.978789084 |    6064   53997
  2.55e-10 |     2   -8    + |    74.435481842 |     5   -2    - |    16.084314086 |    4304   39945
  2.55e-10 |    72   -1    + |    11.272540271 |    93   -3    - |    24.979332390 |   17842   58123
  2.55e-10 |    39   -1    - |     6.877826788 |     7   -3    + |    29.273410414 |    1818    3601
  2.55e-10 |    36   -6    + |    56.571979424 |     3   -2    - |    16.148258708 |    4739   29398
  2.55e-10 |    99    4    - |   -38.475289706 |     6   -3    + |    29.258480607 |    7485   60127
  2.57e-10 |    99   -4    + |    38.475289706 |    10   -2    - |    16.019724162 |    7585   22087
  2.57e-10 |    67   -2    - |    15.923758400 |    11   -3    + |    29.311145266 |   42575   32906
  2.57e-10 |    64    4    + |   -34.054600223 |    97   -3    - |    24.978262666 |    2769   48023
  2.57e-10 |    89    8    - |   -74.731449693 |    11   -3    + |    29.311145266 |    4201   53682
  2.57e-10 |    53   -3    + |    29.392323063 |     5   -2    - |    16.084314086 |   39859   53600
  2.58e-10 |    16   -9    + |    83.724921427 |     5   -2    - |    16.084314086 |    5923   64665
  2.58e-10 |    98   -6    - |    52.172166371 |    92   -2    + |    20.343990757 |    2365   50794
  2.58e-10 |    57   -4    + |    38.459472491 |    12   -2    - |    16.006115152 |    4749   13783
  2.58e-10 |    53    1    + |    -6.866558072 |    93   -3    - |    24.979332390 |    5921   52650
  2.59e-10 |    26  -10    - |    88.478116341 |    99   -2    + |    20.345849139 |     911   42980
  2.59e-10 |    48   -1    + |    11.259429022 |    96   -3    - |    24.978523819 |   19673   64184
  2.59e-10 |    21    8    - |   -74.675916326 |     9   -3    + |    29.295431860 |    4621   59138
  2.59e-10 |    96   -5    + |    47.539238450 |     2   -2    - |    16.211720995 |    8531   39638
  2.59e-10 |    72   -7    - |    61.245221998 |   100   -2    + |    20.346098573 |    1903   53144
  2.59e-10 |    94   -7    - |    61.237939705 |   100   -2    + |    20.346098573 |    2185   61008
  2.60e-10 |    57    1    - |   -11.265311640 |     9   -3    + |    29.295431860 |    5101   22356
  2.60e-10 |    19    6    + |   -52.235705388 |    95   -3    - |    24.978789084 |    2738   62943
  2.60e-10 |    74   -6    + |    56.596935529 |    11   -2    - |    16.012456153 |    6995   42398
  2.61e-10 |    53   -6    + |    56.586483914 |    12   -2    - |    16.006115152 |    8939   54105
  2.61e-10 |    93   -4    + |    38.473709596 |     9   -2    - |    16.028169558 |    7519   21925
  2.61e-10 |    25   -6    + |    56.555486865 |     8   -2    - |    16.038148923 |    9697   58969
  2.61e-10 |    54   -8    - |    70.318967551 |    94   -2    + |    20.344542848 |    1192   40893
  2.61e-10 |    65    4    + |   -34.054122375 |    91   -3    - |    24.979893506 |    3666   63547
  2.61e-10 |    68   -4    + |    38.465009658 |     1   -2    - |    16.353479850 |   10313   31865
  2.62e-10 |    30    2    - |   -20.305226876 |     8   -3    + |    29.285452495 |    7846   43857
  2.62e-10 |    87    4    - |   -38.471968758 |     2   -3    + |    29.111880423 |    6107   50033
  2.63e-10 |    13   -5    - |    43.194680347 |    95   -2    + |    20.344812334 |    3961   59994
  2.63e-10 |    73    6    - |   -56.596542686 |     2   -3    + |    29.111880423 |    1389   14804
  2.64e-10 |     6   -4    + |    38.323200891 |     5   -2    - |    16.084314086 |   15356   44813
  2.65e-10 |    98    1    + |    -6.848564953 |    92   -3    - |    24.979610661 |    3754   33357
  2.66e-10 |    48    5    - |   -47.518310157 |     1   -3    + |    28.970121569 |    1816   17449
  2.66e-10 |    57    6    - |   -56.588913059 |     3   -3    + |    29.175342710 |    5290   55893
  2.66e-10 |    20    7    - |   -65.608530928 |    10   -3    + |    29.303877256 |    5597   64821
  2.66e-10 |    67   -5    + |    47.529283586 |     4   -2    - |    16.110282639 |   12344   56303
  2.67e-10 |    61   -7    - |    61.250264438 |    89   -2    + |    20.343127991 |    1159   32303
